quarter,date,member_name,party,state,title,url,src_file,src_line
2025-Q1,2025-01-21,"Robert C. ""Bobby"" Scott",Democrat,VA,"Scott: Trump’s Day One Actions Focused on Culture Wars and Grievance, Not Working Families",https://bobbyscott.house.gov/media-center/press-releases/scott-trumps-day-one-actions-focused-culture-wars-and-grievance-not,congress_press/2025/2025-01.jsonl,2933
2025-Q1,2025-01-21,Salud O. Carbajal,Democrat,CA,Rep. Carbajal Statement on Pardon of January 6 Insurrectionists,https://carbajal.house.gov/news/documentsingle.aspx?DocumentID=3116,congress_press/2025/2025-01.jsonl,2935
2025-Q1,2025-01-21,Emanuel Cleaver,Democrat,MO,Rep. Cleaver’s Statement on President Trump Pardoning January 6th Criminals,https://cleaver.house.gov/media-center/press-releases/rep-cleavers-statement-president-trump-pardoning-january-6th-criminals,congress_press/2025/2025-01.jsonl,2943
2025-Q1,2025-01-21,Diana DeGette,Democrat,CO,DeGette Statement on Preliminary Trump Administration Recklessness,https://degette.house.gov/media-center/press-releases/degette-statement-preliminary-trump-administration-recklessness,congress_press/2025/2025-01.jsonl,2951
2025-Q1,2025-01-21,Rosa L. DeLauro,Democrat,CT,DeLauro Statement on Pardoning of January 6 Rioters,https://delauro.house.gov/media-center/press-releases/delauro-statement-pardoning-january-6-rioters,congress_press/2025/2025-01.jsonl,2952
2025-Q1,2025-01-21,Lizzie Fletcher,Democrat,TX,Congresswoman Lizzie Fletcher on President Trump’s Executive Orders Pardoning January 6th Insurrectionists,https://fletcher.house.gov/news/documentsingle.aspx?DocumentID=5624,congress_press/2025/2025-01.jsonl,2960
2025-Q1,2025-01-21,Daniel S. Goldman,Democrat,NY,Congressman Dan Goldman's Statement on President Trump Pardoning January 6th Rioters,https://goldman.house.gov/media/press-releases/congressman-dan-goldmans-statement-president-trump-pardoning-january-6th,congress_press/2025/2025-01.jsonl,2967
2025-Q1,2025-01-21,Daniel S. Goldman,Democrat,NY,"Statement from Congressman Dan Goldman, Co-Chair of the House Bipartisan Task Force to Combat Antisemitism, on Elon Musk's Sieg Hail Salute ",https://goldman.house.gov/media/press-releases/statement-congressman-dan-goldman-co-chair-house-bipartisan-task-force-combat,congress_press/2025/2025-01.jsonl,2968
2025-Q1,2025-01-21,James A. Himes,Democrat,CT,Himes Statement On President Trump’s Executive Action on January 6th Rioters,https://himes.house.gov/press-releases?ID=4154A935-1B4E-41DC-842F-D4C7831E5A8A,congress_press/2025/2025-01.jsonl,2971
2025-Q1,2025-01-21,Steny H. Hoyer,Democrat,MD,Hoyer Statement on President Trump’s Executive Action for January 6 Insurrectionists,https://hoyer.house.gov/media/press-releases/hoyer-statement-president-trumps-executive-action-january-6-insurrectionists,congress_press/2025/2025-01.jsonl,2973
2025-Q1,2025-01-21,John B. Larson,Democrat,CT,Larson Statement on President Trump’s First Day in Office,https://larson.house.gov/media-center/press-releases/larson-statement-president-trumps-first-day-office,congress_press/2025/2025-01.jsonl,2985
2025-Q1,2025-01-21,Seth Magaziner,Democrat,RI,Magaziner Statement on President Trump’s Executive Orders,https://magaziner.house.gov/media/press-releases/magaziner-statement-president-trumps-executive-orders,congress_press/2025/2025-01.jsonl,2990
2025-Q1,2025-01-21,Seth Moulton,Democrat,MA,Moulton Statement on Trump January 6th Pardons,https://moulton.house.gov/news/press-releases/moulton-statement-trump-january-6th-pardons,congress_press/2025/2025-01.jsonl,3005
2025-Q1,2025-01-21,Mike Quigley,Democrat,IL,Quigley Statement on Trump’s Pardon of January 6 Rioters,https://quigley.house.gov/media-center/press-releases/quigley-statement-trumps-pardon-january-6-rioters,congress_press/2025/2025-01.jsonl,3010
2025-Q1,2025-01-21,Deborah K. Ross,Democrat,NC,Congresswoman Ross Statement on Trump’s First Executive Orders,https://ross.house.gov/2025/1/congresswoman-ross-statement-on-trump-s-first-executive-orders,congress_press/2025/2025-01.jsonl,3013
2025-Q1,2025-01-21,Chip Roy,Republican,TX,Rep. Roy reintroduces legislation to repeal the FACE Act,https://roy.house.gov/media/press-releases/rep-roy-reintroduces-legislation-repeal-face-act,congress_press/2025/2025-01.jsonl,3018
2025-Q1,2025-01-21,Paul Tonko,Democrat,NY,Tonko Slams Trump Day One Executive Orders,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4328,congress_press/2025/2025-01.jsonl,3025
2025-Q1,2025-01-21,Norma J. Torres,Democrat,CA,Congresswoman Norma Torres Condemns President Trump’s Pardons of January 6th Insurrectionists,https://torres.house.gov/media-center/press-releases/congresswoman-norma-torres-condemns-president-trumps-pardons-of-january-6th-insurrectionists,congress_press/2025/2025-01.jsonl,3026
2025-Q1,2025-01-21,Bonnie Watson Coleman,Democrat,NJ,Rep. Watson Coleman Statement on Trump Executive Orders and Pardoning of Violent January 6th Insurrectionists,https://watsoncoleman.house.gov/newsroom/press-releases/rep-watson-coleman-statement-on-trump-executive-orders-and-pardoning-of-violent-january-6th-insurrectionists,congress_press/2025/2025-01.jsonl,3030
2025-Q1,2025-01-21,Richard Blumenthal,Democrat,CT,Blumenthal Statement on Trump's Pardon of Violent January 6 Insurrectionists,https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-statement-on-trumps-pardon-of-violent-january-6-insurrectionists,congress_press/2025/2025-01.jsonl,3035
2025-Q1,2025-01-21,Mike Collins,Republican,GA,Senator Collins’ Statement on Presidential Pardons,https://www.collins.senate.gov/newsroom/senator-collins-statement-on-presidential-pardons,congress_press/2025/2025-01.jsonl,3045
2025-Q1,2025-01-21,Chuck Grassley,Republican,IA,"Capitol Hill Report, 01-21-25",https://www.grassley.senate.gov/news/news-releases/capitol-hill-report-01-21-25,congress_press/2025/2025-01.jsonl,3063
2025-Q1,2025-01-21,Tim Kaine,Democrat,VA,"Kaine Statement on President Trump’s Pardon of Over 1,500 Insurrectionists",https://www.kaine.senate.gov/press-releases/kaine-statement-on-president-trumps-pardon-of-over-1500-insurrectionists,congress_press/2025/2025-01.jsonl,3073
2025-Q1,2025-01-21,Jack Reed,Democrat,RI,Reed Condemns Trump’s Pardons of Violent January 6th Insurrectionists,https://www.reed.senate.gov/news/releases/reed-condemns-trumps-pardons-of-violent-january-6th-insurrectionists,congress_press/2025/2025-01.jsonl,3082
2025-Q1,2025-01-21,Elissa Slotkin,Democrat,MI,Senator Slotkin Statement on President Trump’s Executive Orders,https://www.slotkin.senate.gov/2025/01/21/senator-slotkin-statement-on-president-trumps-executive-orders/,congress_press/2025/2025-01.jsonl,3096
2025-Q1,2025-01-21,Todd Young,Republican,IN,"Young, Colleagues Encourage President Trump to Reinstate Life-Affirming Policies",https://www.young.senate.gov/newsroom/press-releases/young-colleagues-encourage-president-trump-to-reinstate-life-affirming-policies/,congress_press/2025/2025-01.jsonl,3107
2025-Q1,2025-01-22,Christopher H. Smith,Republican,NJ,Pro-Life Lawmakers Encourage Trump to Reinstate Life-Affirming Policies,https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=413489,congress_press/2025/2025-01.jsonl,3139
2025-Q1,2025-01-22,John Garamendi,Democrat,CA,Rep. John Garamendi Statement on Trump Pardoning January 6th Rioters,https://garamendi.house.gov/media/press-releases/rep-john-garamendi-statement-trump-pardoning-january-6th-rioters,congress_press/2025/2025-01.jsonl,3183
2025-Q1,2025-01-22,Vicente Gonzalez,Democrat,TX,Congressman Gonzalez Statement Following President Trump’s Sweeping Pardons of January 6 Insurrectionists,https://gonzalez.house.gov/media/press-releases/congressman-gonzalez-statement-following-president-trumps-sweeping-pardons,congress_press/2025/2025-01.jsonl,3193
2025-Q1,2025-01-22,Kevin Mullin,Democrat,CA,Rep. Mullin Responds to Trump’s Day 1 Executive Orders,https://kevinmullin.house.gov/2025/01/22/rep-mullin-responds-to-trumps-day-1-executive-orders/,congress_press/2025/2025-01.jsonl,3213
2025-Q1,2025-01-22,Derek Tran,Democrat,CA,NEW: Congressman Tran Votes to Safeguard Our Communities As President Trump Pardons Violent Felons Who Brutally Assaulted Police Officers,https://tran.house.gov/media/press-releases/new-congressman-tran-votes-safeguard-our-communities-president-trump-pardons,congress_press/2025/2025-01.jsonl,3280
2025-Q1,2025-01-22,Shelley Moore Capito,Republican,WV,"Capito, Colleagues Encourage President Trump to Reinstate Life-Affirming Policies",https://www.capito.senate.gov/news/press-releases/capito-colleagues-encourage-president-trump-to-reinstate-life-affirming-policies,congress_press/2025/2025-01.jsonl,3292
2025-Q1,2025-01-22,Cindy Hyde-Smith,Republican,MS,PRO-LIFE LAWMAKERS ENCOURAGE TRUMP TO REINSTATE LIFE-AFFIRMING POLICIES,https://www.hydesmith.senate.gov/pro-life-lawmakers-encourage-trump-reinstate-life-affirming-policies,congress_press/2025/2025-01.jsonl,3323
2025-Q1,2025-01-22,Christopher Murphy,Democrat,CT,"Murphy: Thanks To Trump, Political Violence In This Country Just Became Mainstream",https://www.murphy.senate.gov/newsroom/press-releases/murphy-thanks-to-trump-political-violence-in-this-country-just-became-mainstream,congress_press/2025/2025-01.jsonl,3334
2025-Q1,2025-01-22,Chris Van Hollen,Democrat,MD,"VIDEO/TRANSCRIPT: Van Hollen Questions Vought, Nominee for OMB Director, on Federal Workforce Protections, Congressional Power of the Purse",https://www.vanhollen.senate.gov/news/press-releases/video/transcript-van-hollen-questions-vought-nominee-for-omb-director-on-federal-workforce-protections-congressional-power-of-the-purse,congress_press/2025/2025-01.jsonl,3357
2025-Q1,2025-01-23,Joaquin Castro,Democrat,TX,“We are going to stand up for families in this country:” Congressman Castro Delivers Remarks on President Trump’s Immigration Executive Orde,https://castro.house.gov/media-center/press-releases/we-are-going-to-stand-up-for-families-in-this-country-congressman-castro-delivers-remarks-on-president-trumps-immigration-executive-orders,congress_press/2025/2025-01.jsonl,3387
2025-Q1,2025-01-23,Christopher H. Smith,Republican,NJ,"In early 1990s, Smith led opposition to enactment of the FACE ActSmith Celebrates President Trump’s Pardon of Peaceful Pro-Life Activists",https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=413490,congress_press/2025/2025-01.jsonl,3388
2025-Q1,2025-01-23,"Gilbert Ray Cisneros, Jr.",Democrat,CA,Rep. Cisneros Demands Real Action from President Trump,https://cisneros.house.gov/media/press-releases/rep-cisneros-demands-real-action-president-trump,congress_press/2025/2025-01.jsonl,3390
2025-Q1,2025-01-23,Jim Costa,Democrat,CA,Rep. Jim Costa Slams Trump’s Pardons for Violent Insurrectionists,https://costa.house.gov/media/press-releases/rep-jim-costa-slams-trumps-pardons-violent-insurrectionists,congress_press/2025/2025-01.jsonl,3399
2025-Q1,2025-01-23,Daniel S. Goldman,Democrat,NY,"Representatives Goldman, Crow, Houlahan, and Swalwell Host Capitol Police Officers to Condemn Trump's Pardons for Violent January 6th Insurr",https://goldman.house.gov/media/press-releases/representatives-goldman-crow-houlahan-and-swalwell-host-capitol-police,congress_press/2025/2025-01.jsonl,3430
2025-Q1,2025-01-23,Chip Roy,Republican,TX,Rep. Roy issues statement on reports of President Trump’s forthcoming pro-life pardons,https://roy.house.gov/media/press-releases/rep-roy-issues-statement-reports-president-trumps-forthcoming-pro-life-pardons,congress_press/2025/2025-01.jsonl,3489
2025-Q1,2025-01-23,Bonnie Watson Coleman,Democrat,NJ,Rep. Watson Coleman Issues Statement After Unconstitutional ICE Raid in Newark Sweeps Up Innocent Veteran,https://watsoncoleman.house.gov/newsroom/press-releases/rep-watson-coleman-issues-statement-after-unconstitutional-ice-raid-in-newark-sweeps-up-innocent-veteran,congress_press/2025/2025-01.jsonl,3521
2025-Q1,2025-01-23,Steve Daines,Republican,MT,Daines Lauds President Trump’s Pardons of Peaceful Pro-Life Protesters,https://www.daines.senate.gov/2025/01/23/daines-lauds-president-trumps-pardons-of-peaceful-pro-life-protesters/,congress_press/2025/2025-01.jsonl,3568
2025-Q1,2025-01-23,Josh Hawley,Republican,MO,Senator Hawley Urges President Trump to Pardon Pro-Life Prisoners: Right the Wrongs of the Biden Administration,https://www.hawley.senate.gov/senator-hawley-urges-president-trump-to-pardon-pro-life-prisoners-right-the-wrongs-of-the-biden-administration/,congress_press/2025/2025-01.jsonl,3584
2025-Q1,2025-01-23,Ron Johnson,Republican,WI,"Sen. Johnson, Pro-Life Lawmakers Encourage Trump to Reinstate Life-Affirming Policies",https://www.ronjohnson.senate.gov/2025/1/sen-johnson-pro-life-lawmakers-encourage-trump-to-reinstate-life-affirming-policies,congress_press/2025/2025-01.jsonl,3610
2025-Q1,2025-01-23,Jeanne Shaheen,Democrat,NH,"On Senate Floor, Shaheen Raises National Security Concerns with Nomination of Pete Hegseth to be Secretary of Defense, Announces She Will Vo",https://www.shaheen.senate.gov/news/press/on-senate-floor-shaheen-raises-national-security-concerns-with-nomination-of-pete-hegseth-to-be-secretary-of-defense-announces-she-will-vote-against-his-confirmation,congress_press/2025/2025-01.jsonl,3616
2025-Q1,2025-01-24,Lauren Boebert,Republican,CO,Rep. Lauren Boebert Statement on 52nd Annual March for Life,https://boebert.house.gov/media/press-releases/rep-lauren-boebert-statement-52nd-annual-march-life,congress_press/2025/2025-01.jsonl,3645
2025-Q1,2025-01-24,Christopher H. Smith,Republican,NJ,March for Life 2025: 'We have hope. We have just begun.',https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=413494,congress_press/2025/2025-01.jsonl,3653
